Age,1990_M,1990_F,1990_Total,1991_M,1991_F,1991_Total,1992_M,1992_F,1992_Total,1993_M,1993_F,1993_Total,1994_M,1994_F,1994_Total,1995_M,1995_F,1995_Total,1996_M,1996_F,1996_Total,1997_M,1997_F,1997_Total,1998_M,1998_F,1998_Total,1999_M,1999_F,1999_Total,2000_M,2000_F,2000_Total,2001_M,2001_F,2001_Total,2002_M,2002_F,2002_Total,2003_M,2003_F,2003_Total,2004_M,2004_F,2004_Total,2005_M,2005_F,2005_Total,2006_M,2006_F,2006_Total,2007_M,2007_F,2007_Total,2008_M,2008_F,2008_Total,2009_M,2009_F,2009_Total,2010_M,2010_F,2010_Total,2011_M,2011_F,2011_Total,2012_M,2012_F,2012_Total,2013_M,2013_F,2013_Total,2014_M,2014_F,2014_Total,2015_M,2015_F,2015_Total,2016_M,2016_F,2016_Total,2017_M,2017_F,2017_Total
74,1357171,1677897,3035068,1508395.05,1804098.178,3312493.228,1529810.655,1842214.093,3372024.748,1664820.815,1866143.707,3530964.522,1620999.256,2086211.555,3707210.81,1840047.673,2177516.751,4017564.424,1953227.372,2218088.575,4171315.947,1930198.045,2176243.061,4105436.841,2176157.682,2503239.548,4679397.23,2251024.59,2509221.311,4760245.902,1918261,2144098,4062359,2280575.138,2532101.422,4811624.149,2604143.442,2777616.142,5382786.05,2377015.592,2467764.994,4843749.344,2945770.475,3104380.858,6050151.333,2769221.731,2903333.659,5672632.777,2934683.482,3118585.882,6053269.365,3367141.383,3569348.612,6936489.995,3100935.936,3277614.536,6377417.916,3371134.021,3384879.725,6756013.746,2964127,3116046,6080173,3100126.597,3109585.412,6209712.009,3162661.531,3310268.534,6471720.172,2699114.511,2877669.436,5576783.947,3157806.069,3240938.401,6398744.47,3214478.931,3379205.892,6593684.822,3209855.728,3211056.123,6420911.85,3108009.709,3416262.136,6524271.845
75,1209315,1527597,2736912,1358997.999,1685610.862,3044608.861,1395187.317,1672163.562,3067350.879,1486479.987,1757668.359,3244148.346,1464855.335,1677339.846,3142195.181,1614408.524,2022637.247,3636946.807,1710189.939,2034570.513,3744760.452,1780562.504,2099918.893,3881485.663,1987807.133,2125525.814,4113332.947,1990778.689,2326844.262,4317622.951,1886692,2170574,4057266,2018524.742,2218482.875,4238060.028,2339315.295,2431697.207,4771012.502,2453327.59,2731763.255,5185090.845,2317589.878,2431330.218,4747876.607,2854966.692,3077377.357,5932344.049,2652182.807,2727516.321,5380806.974,2680083.668,2904634.238,5584717.907,3060163.951,3291205.197,6351369.148,3025200.458,3180985.109,6207331.042,2690547,2941930,5632477,2818726.852,3012632.559,5831359.411,2860188.163,2976337.936,5835316.206,3003636.266,3201758.854,6205395.12,2635783.928,2803271.125,5439055.053,2991555.797,3219734.104,6211289.9,3039399.664,3375510.212,6414909.876,3114077.67,3109223.301,6223300.971
76,1140595,1473437,2614032,1166327.32,1483667.262,2649994.583,1187777.199,1438988.211,2626765.41,1256659.334,1521412.727,2778072.061,1282955.717,1590414.364,2873370.081,1395004.141,1685860.921,3080766.098,1498896.17,1999850.88,3498747.05,1597786.207,1906095.676,3503881.883,1667813.728,2007047.243,3674860.971,1661885.246,1972336.066,3635245.902,1627531,1947880,3575411,1933279.432,2249002.801,4182282.233,1866114.614,2146339.746,4012454.361,2063517.657,2236766.516,4300284.173,2265415.409,2461591.41,4727006.819,2173108.524,2459982.684,4633091.208,2669908.34,2951301.169,5620101.663,2530383.289,2528148.954,5058532.243,2575430.357,2822327.375,5396625.177,2972508.591,2994272.623,5966781.214,2454168,2721332,5175500,2516044.774,2897944.428,5413989.202,2689593.184,2925522.411,5615115.595,2691776.637,2759040.479,5450817.116,2753147.22,3066115.998,5819263.217,2484334.3,2715561.905,5199896.204,2884548.734,3103020.589,5987569.323,2929611.65,3108009.709,6036407.767
77,906767,1216296,2123063,1120993.043,1411544.548,2532537.591,1000335.135,1352030.553,2352365.689,1064529.267,1252982.203,2317511.471,1123592.334,1558219.741,2681812.076,1182428.312,1549784.68,2732212.992,1245938.842,1623886.85,2869825.692,1383877.683,1673106.11,3056983.792,1505791.751,1866290.65,3372082.401,1455942.623,1891393.443,3347336.066,1354234,1671492,3025726,1561778.267,1921702.908,3482428.764,1713171.227,2017005.07,3730176.298,1763425.884,1998549.335,3761975.219,1916889.962,1990977.707,3906824.179,2141844.116,2457351.521,4599195.637,1949808.58,2118201.139,4068009.719,2483462.274,2680083.668,5163545.942,2339858.891,2393088.982,4732947.873,2416953.036,2516609.393,4933562.428,2420196,2662187,5082383,2346968.457,2608268.22,4954054.325,2372601.095,2718630.627,5092441.616,2467971.492,2833642.194,5301613.686,2649231.805,2798380.988,5447612.793,2670017.073,2903839.825,5573856.898,2273547.774,2514827.132,4788374.906,2520631.068,2986650.485,5507281.553
78,774071,1072250,1846321,945837.8798,1246692.63,2192530.51,1020947.321,1368133.823,2389081.144,906412.6578,1225403.725,2131816.383,983545.7252,1387588.241,2371133.966,1066144.978,1438053.716,2504198.694,1169555.648,1450288.684,2619844.332,1149883.851,1470244.505,2620128.355,1339719.224,1617181.86,2956901.085,1263319.672,1784836.066,3048155.738,1254407,1584329,2838736,1451275.088,1812252.14,3263527.228,1541751.458,1944126.006,3485877.465,1612864.376,1922237.338,3535101.714,1640365.28,1833410.813,3473776.093,1845219.175,2152600.93,3997742.717,1987475.337,2233417.101,4220892.438,1713734.201,2005314.792,3719048.992,2322870.564,2535790.928,4858661.492,2065292.096,2225658.648,4290950.745,1983724,2271134,4254858,2315044.957,2544421.219,4859466.176,2205635.796,2459713.425,4665349.221,2207476.979,2595161.302,4802638.281,2341153.164,2492747.416,4832678.046,2387665.071,2637253.341,5024918.412,2475214.103,2708090.696,5184505.194,2174757.282,2473300.971,4648058.252
79,658356,955240,1613596,751106.5516,1048870.329,1799976.88,837370.0425,1086004.532,1923374.575,821838.6573,1157376.812,1979215.469,845108.8473,1142909.108,1988017.955,876429.9571,1244380.113,2120810.07,919574.2885,1287602.402,2207176.69,1015312.291,1289476.738,2304789.029,966056.0393,1300226.367,2265269.769,1075819.672,1408811.475,2484631.148,1052947,1378244,2431191,1223954.262,1575459.613,2798361.464,1167091.483,1640292.164,2807383.647,1422084.383,1709801.237,3131885.62,1368014.556,1767670.983,3135685.539,1485059.384,1807918.569,3292977.953,1654013.756,1913249.669,3566155.579,1842208.407,2075696.313,3917904.721,1645602.599,1919680.939,3565283.538,2115693.013,2290950.745,4407789.233,1730224,1976691,3706915,1778257.209,2197992.122,3976249.331,2122153.147,2381070.349,4503223.496,1924968.845,2307761.252,4232730.096,2064860.415,2473186.867,4538047.282,2156437.466,2514243.37,4670745.715,2223131.192,2349172.647,4572303.84,2336165.049,2617718.447,4955097.087
80,586258,908523,1494781,649104.4273,945837.8798,1594942.307,677625.6036,991317.3041,1668942.908,776793.8092,1119686.224,1896480.034,820962.8803,1204078.891,2025041.771,810222.6805,1189751.687,1999974.368,842199.1056,1328273.972,2171465.067,916894.2846,1257340.246,2174234.53,930613.7318,1386300.543,2316914.275,974385.2459,1345286.885,2319672.131,958077,1352135,2310212,1073459.456,1511262.528,2584721.984,1228679.424,1615656.987,2843309.946,1251929.253,1638645.456,2890574.709,1347144.769,1785410.302,3132555.071,1492798.099,1930112.877,3422988.363,1389238.613,1804680.782,3195027.241,1579674.159,2001963.291,3581637.449,1774713.883,1936669.266,3711383.149,1579610.538,1841924.399,3420389.462,1716514,2020745,3737259,1599722.077,1870480.655,3471385.083,1711999.26,2074967.301,3786966.561,2038705.886,2345673.599,4384379.485,1852139.448,2171220.898,4023360.346,1867532.717,2298716.405,4166249.122,2003458.942,2355174.621,4357433.168,2014563.107,2308252.427,4321601.942
81,469224,766961,1236185,533708.0847,834562.8351,1368270.92,580361.8525,853473.3125,1433835.165,563520.2426,842982.1574,1406502.4,606868.6389,949741.3713,1556610.01,677214.3402,1009042.439,1686256.779,700344.6037,1051508.895,1750861.509,631682.919,925932.6729,1557615.592,754414.8315,1122002.192,1876417.024,685450.8197,1042008.197,1727459.016,715350,1025520,1740870,887182.6679,1155547.532,2042730.2,988486.4542,1223547.096,2212033.55,985868.5059,1202429.579,2188298.085,1021576.087,1417058.556,2438634.644,1158176.068,1531878.609,2690054.678,1145512.541,1543229.177,2688741.718,1183079.869,1536104.645,2719184.514,1248075.749,1678446.697,2926522.446,1454753.723,1715922.108,3170675.83,1257795,1558898,2816693,1650563.207,1861021.84,3511585.047,1508737.157,1649084.8,3159031.85,1550737.29,1851590.109,3402327.399,1799570.474,2189558.912,3987906.852,1618852.749,2039655.848,3658508.596,1668548.789,2049073.944,3716422.338,1894417.476,2157766.99,4052184.466
82,380639,648619,1029258,442009.2053,727409.0884,1169418.294,485030.4938,727223.6754,1212254.169,529506.7859,795179.4615,1324686.247,481309.6102,819353.1491,1300662.759,537575.3757,853767.0777,1391441.418,592217.7457,960245.859,1552463.605,578456.8542,904843.1001,1483299.954,600493.9532,992384.6106,1592878.564,652663.9344,947745.9016,1599385.246,612890,933189,1546079,649337.7297,1014524.427,1662809.745,742134.6899,1131165.184,1873299.874,839431.9705,1209648.282,2049080.252,833748.0019,1208360.684,2042108.686,973685.1055,1325409.697,2299094.802,1048022.112,1388130.768,2436152.879,1068011.666,1319374.244,2387385.911,1097445.917,1340945.27,2438391.187,1142038.946,1573883.162,2715922.108,1212683,1545235,2757918,1163434.238,1527598.613,2689850.499,1397426.958,1793062.123,3190489.081,1308587.461,1595987.511,2904574.972,1366793.335,1726218.417,3093011.752,1547096.932,1927480.615,3474577.547,1534104.57,1925433.279,3459537.849,1530339.806,1888349.515,3418689.32
83,304110,548545,852655,350310.3258,633649.56,983959.8858,358780.8567,622230.3546,981011.2113,442174.9375,617757.9169,1059932.854,387945.2042,658380.0354,1046325.24,414463.4892,696512.4252,1110975.914,433499.4219,844183.0847,1276690.517,496107.0937,854629.8315,1350736.925,521508.2393,797958.2379,1318453.84,515368.8525,882172.1311,1397540.984,507775,796853,1304628,563040.0087,879815.7893,1442855.798,617932.3421,953586.6209,1571518.963,692995.4351,985868.5059,1678863.941,760703.7464,1050793.79,1812541.025,813493.7076,1159027.327,1972521.034,800972.5019,1194257.755,1996338.103,954060.6306,1241172.553,2195233.184,954743.9715,1308101.171,2262845.142,910652.921,1271477.663,2182130.584,964710,1272428,2237138,1033375.532,1440104.575,2472297.755,987273.0716,1361130.154,2348403.226,1254776.388,1622893.048,2877669.436,1174855.452,1434032.721,2608888.173,1222703.547,1600946.234,2823649.78,1398459.956,1724967.345,3123427.301,1349514.563,1830097.087,3179611.65
84,253723,486088,739811,255520.473,514131.9194,769652.3924,337524.5402,547511.1816,885035.7218,334618.8716,558004.5469,892623.4186,325165.6898,556966.9737,882132.6635,361418.4963,609621.56,971040.0563,351164.2914,674552.8761,1025717.168,409740.2718,699972.9643,1109713.236,446573.0748,802008.7874,1249594.499,435450.8197,716188.5246,1151639.344,409776,677593,1087369,485161.5776,776679.4887,1261841.066,524523.9648,830410.7388,1354934.704,494996.7394,837369.4841,1332366.224,613571.7461,884878.9807,1498450.727,679536.5531,1016712.36,1696248.913,716776.2223,960502.2949,1677278.517,746267.5659,997630.1442,1743897.71,810909.4704,1087252.921,1897029.837,844215.3494,1174112.257,2019473.081,765800,1058390,1824190,847746.2891,1151610.719,1999357.008,961865.3087,1249819.955,2211685.263,889105.6863,1158161.052,2047266.738,1125954.08,1407136.967,2533091.048,992449.1221,1315739.57,2308188.692,1135573.492,1410463.904,2546037.397,1294902.913,1582524.272,2877427.184
85,197370,396366,593736,233883.6587,529586.7867,763470.4454,215139.6878,407090.6668,622230.3546,275784.7843,454125.6115,729910.3958,239849.9395,465212.2988,705062.2383,259485.0212,505115.0069,764600.0281,296604.8676,538650.3114,836247.1685,291236.9579,516192.4012,807429.3591,358473.6247,575178.0192,933651.6439,379098.3607,608606.5574,986680.3279,325809,572474,898283,376763.2208,657757.0195,1033467.829,409559.8081,674387.9547,1083947.763,432090.9038,694026.6783,1127148.825,434091.5755,681398.5547,1115490.13,531262.7761,871379.2949,1402564.684,592697.4945,884060.9358,1476758.43,633433.6974,850164.0983,1483597.796,687460.9617,943418.4202,1630879.382,679266.8958,936998.8545,1616265.75,672819,975341,1648160,703499.3613,949428.5497,1652927.911,690849.1714,973964.2434,1664813.415,829179.7184,1169167.863,1998347.581,804427.5624,1106393.532,1910821.094,941324.7246,1269870.345,2211195.07,871486.6336,1212398.76,2082684.999,947815.534,1254854.369,2202669.903
86,150705,317114,467819,130851.2099,335885.783,466736.993,206121.8566,372951.7343,579073.5909,170067.2837,333699.589,503766.8727,193167.7365,392774.3976,585942.1342,211487.2198,422281.6878,633768.9075,202365.8628,437467.38,638841.2533,215917.055,494098.563,709011.3526,250121.4274,449610.9869,699732.4142,311475.4098,538934.4262,851434.4262,275077,496960,772037,274679.3314,500947.7461,775627.0774,318204.3622,588164.8372,905342.7338,367122.5817,589871.1144,956993.6961,345394.9795,605223.8312,950618.8107,380822.159,649278.178,1030177.724,416550.0148,714560.5308,1130002.7,496022.1546,769728.0732,1266867.395,527770.6889,801849.0294,1329619.718,552119.1294,706758.3047,1260022.91,530641,813574,1344215,494223.0807,851293.3447,1346698.777,545661.955,842085.8552,1386537.917,616381.3836,808389.0765,1424770.46,666281.1877,1061159.763,1727440.951,641974.5089,961047.8424,1603022.351,861883.4751,1155980.204,2017863.679,746359.2233,1055825.243,1802184.466
87,113341,248933,362274,124669.263,301885.0749,426554.3379,135267.4684,282129.2912,417396.7596,170067.2837,326345.3281,496412.6118,133607.6844,291361.3359,424969.0204,150129.2056,330442.5956,480571.8012,169630.2086,327356.5428,496986.7514,172733.644,372582.453,545316.097,172148.3508,403029.6684,575178.0192,238729.5082,330942.623,569672.1311,200168,382991,583159,257840.7517,416754.8476,675648.0105,190922.6173,419824.465,610747.0823,239248.424,438278.363,677526.787,270263.7453,490440.0011,760703.7464,284939.4817,530024.5818,814964.0634,340108.6557,532873.8222,872982.4779,412234.6285,617793.3592,1030027.988,368080.416,658014.5284,1026094.944,445589.9198,612829.3242,1058419.244,408984,656292,1065276,411458.4499,662117.0459,1073575.496,439191.3297,736825.1233,1176016.453,441495.3958,741125.235,1182620.631,566033.376,764083.9308,1330117.307,573851.8981,895520.3786,1469372.277,549780.824,809066.1034,1358846.927,759708.7379,1002427.184,1760922.33
88,84378,193412,277790,100971.7998,222550.0894,323521.8892,99196.14349,211274.903,310471.0465,114910.3268,214192.8492,329103.176,106242.2551,235020.7461,341263.0012,108366.1702,245827.9148,354194.085,121022.7219,248989.3705,370012.0923,107456.3948,261108.9967,368565.3915,142781.8674,294677.4711,437459.3386,144467.2131,325819.6721,470286.8852,147017,294228,441245,141023.105,369396.3422,509367.0359,210425.4653,368501.1807,578926.6461,177373.8316,393934.9051,572339.9799,224350.2133,411134.8094,636528.5121,221636.794,417503.6675,639063.0743,235971.152,411010.7859,646981.9379,261417.0815,392125.6222,653542.7037,381671.0776,550421.7914,932092.8689,313860.252,521191.2944,835051.5464,324282,534597,858879,331058.5229,553340.6741,884399.197,343609.7455,537192.7007,880802.4462,384015.3858,627388.194,1011403.58,374095.4925,638162.899,1012258.392,435725.1947,686740.7961,1122530.869,462152.0027,793460.9708,1254412.579,498786.4078,706310.6796,1205097.087
89,59952,145973,205925,62849.79375,153518.3487,216368.1424,80516.35024,177780.1013,258296.4516,68946.19608,172825.1315,241771.3276,85315.7503,196387.1988,281702.9491,87781.54606,203273.163,291054.7091,94239.00475,225181.6219,319420.6266,93396.67959,218929.8511,312326.5307,105314.2852,251134.0647,356448.3499,102459.0164,190573.7705,293032.7869,108870,227104,335974,104188.7119,277836.565,380972.8657,141652.2645,246351.7643,388004.0288,154686.4811,313497.9349,469215.6592,132523.1492,293220.5113,425743.6605,165840.6598,326109.4448,491950.1046,144019.9519,316843.8943,461971.692,163106.3842,358610.6117,521716.9959,172148.3792,318247.9905,490396.3697,266895.7617,449026.3459,715922.1077,263084,452314,715398,253023.2997,461117.2284,714140.5281,229879.7593,445240.797,675120.5563,303298.7761,506313.2794,809612.0554,332529.3267,537915.0873,870444.414,316802.5798,527852.9161,844590.6172,393729.4984,594195.432,987924.9304,394417.4757,651699.0291,1046116.505
90+,125173,348812,473982,139093.8058,418311.742,557405.5479,199036.4178,441229.5993,640266.0171,226143.5231,457802.742,683946.2651,178680.1563,614917.2946,793597.4509,187834.695,555388.9927,743223.6876,227165.6009,570393.9761,797559.5771,475017.5209,1026359.21,1501376.731,229868.6802,707833.5131,940740.1054,261270.4918,691598.3607,952868.8525,285766,685461,971227,329404.7154,841928.985,1171333.7,365421.7837,857098.8466,1221494.165,397028.6347,863150.5643,1261210.442,437222.0435,970445.1086,1408710.642,432826.3229,1048441.091,1481344.801,488559.9908,1072394.719,1559846.864,454686.975,1113815.514,1567385.322,511914.9171,1155206.229,1669386.256,508591.0653,1189003.436,1698739.977,657440,1326780,1984220,613640.6193,1425916.352,2040739.324,665441.4086,1419205.04,2083436.556,772922.6874,1504264.091,2278409.757,839881.0568,1731108.554,2570989.61,894352.5625,1744068.595,2638356.279,917101.6365,1861812.354,2778913.99,959951.4563,1975728.155,2935679.612
Total,581834956,548733533,1130568486,590451145.2,567778854.8,1158230000,596988156.8,570348710.4,1171710000,610423880.2,588076119.8,1198500000,617441353.1,593768646.9,1211210000,622971975.3,600917727.8,1223890000,628273588.9,607985419.1,1236260000,636002264.3,612783648.9,1248780892,640410092.5,618676869.6,1259092025,632637295.1,609127049.2,1241764344,640275969,602336257,1242612226,655517488.4,629010406.7,1284528948,659763898.1,632495837.2,1292271026,663500848.2,636377089.3,1299884125,664876987.6,642681968.9,1307560000,664359540.3,650120614.5,1314479845,669473423.1,651816576.9,1321288892,673362363.7,654659870.7,1328024469,677650769.2,657086965.7,1334743398,677973654.1,656482245.1,1334466208,682329104,650481765,1332810869,694091387.4,659950977.3,1354044729,697325731.2,663397898.5,1360720000,701290365.1,666528411.9,1367823669,704190753.5,670421911.3,1374617555,708283436.4,674426563.6,1382709935,711940958.8,678142642.4,1390081200,711250000,678610436.9,1389864078
